doc;page;line;type;source;marg;text
McP_I;080;15;"";"";"Hebr. 1,5.; Hebr. 1,14.";"Wings nhe usjamm to Engheļo Ꞩaͤhklu / bett to | Ꞩaͤhklu Abraham wings usjaͤmm . Tadehļ tee Enghe- | ļi mums kallpo / und tohp iß⸗ẜuhtiti kallpoht teem / kat- | treem to Ꞩwaͤhtumu und to Daͤbbaͤſẜo Wallſtibu ee⸗mann- | toht buhß ."
McP_I;080;19;"";"";"Pſ. 22,23.; Hebr. 2,12.";"Chriſti Brahļi ."
McP_I;080;20;"";"?";"Apoc. 19,20.";"wings aͤſẜohtʒ | tha Beedra⸗Kallps ."
McP_I;080;23;"";"Deut. 4,32";"Deut. 4,32";"Waiʒa pehtʒ teem pirrmajeem Lai- | keem / kattri preekſch toͤw bijuẜchi / no to Deenu / kad | Deews to Ʒillwaͤku us Semmes raddijis gir / no weenu | Debbeſẜes ghallu lieds ohtram / arrieg tahdas leelas Lee- | tas muhſcham notickuẜchas / jeb tahdas muhſcham dſirr- | daͤtas gir ."
McP_I;081;11;"";"";;"Ꞩchiß"
McP_I;081;12;"";"?";"Pſ. 118,22.; Eſa. 8,14.; c. 28,16.";"kļuhſt licktʒ par Krittumu und Aukſcham ʒellſchanu dauds | Ļaudeem eekſchan Jſrael / und par Siem / kattram pret- | tie runnahtʒ tohp ."
McP_I;082;7;"";"";;"Ꞩchiß kļuhſt | licktʒ par Siem / kattram prettie runnahtʒ tohp ."
McP_I;082;23;"";"";;"Sobins ʒaur tawu Dwehſẜel | ſpeedieſẜes / ka dauds Ꞩirrds Domaẜchanas ſinnamas | tohp ."
McP_I;082;29;;;"Joh. 19,26.";
McP_I;083;3;"";"";;"Dauds Ꞩirrdes⸗Dohmaẜcha- | na ſinnama tappa"
McP_I;083;9;"";"Matth. 10,12.";"Matth. 10,12.";"Kad | juhß kahdà Nammà ee⸗eitaht / tad ẜweiʒenajeeta to"
McP_I;083;12;"";"Röm 12,14";"Rom. 12,15.";"ẜwehtijeta / und nhe lahdeeta ."
McP_I;083;14;"";"Pſ. 129,8.";"Pſ. 129,8.";"Tha Kungha Ꞩwehtiba gir par | jums / mehs ẜwehtijam juhß tha Kungha Wahrdà"
McP_I;084;13;"";"Prov. 11,22";"Prov. 11,22";"Skaiſta Meita beß ghohdu / gir ka | kahda Ʒuhka ar ẜaͤlltu Kehd"
McP_I;084;18;;;"Syr. 26,2. 16.; Prov. 31,10";
McP_I;085;16;"";"";;"to Apghree- | ẜchanu muhſẜa Peſtitaja"
McP_I;086;8;"";"1. Mose 12,3; 1. Mose 22,18";"Gen. 12,4.; c. 22,18.";"ʒaur tawu Ꞩaͤhklu buhß | wiſẜeem Ļaudeem wirß Semmes ẜwehtiteem | tapt"
McP_I;087;6;"";"";"Ein Kindelein ſo löbelich.";"Nhe buhtu mums ẜchis Behrnings peedſimmis / | Tad buhtam mehs wiſẜi pa⸗ſudduſchi / | Ta Schaͤlaſtiba peedaͤrr mums wiſẜeem ."
McP_I;087;17;"";"";;"To apghreẜchanu | muhſẜa Peſtitaja ."
McP_I;087;22;"";"";;"Vnd | kad aſtoņas Deenas paghajuẜchas by / ka taß | Baͤhrns apghreeſts taptu ."
McP_I;088;4;"";"Gen. 17,10 & 12.";"Gen. 17,10 & 12.";"Wiß kaß Wieriſkis gir juhſẜo ſtarrpà / buhß ap- | ghreeſtam tapt . Vnd attkall : Jck⸗kattris[Jck⸗kattru] Puiſẜiti / kad | taß aſtoņas Deenas waͤtʒ gir / buhß jums apghreeſt py | juhſẜeem Baͤhrno⸗Baͤhrneem ."
McP_I;088;29;;;"Pſ. 57,7.";
McP_I;089;22;"";"1. Sam. 14,6";"1. Sam. 14,6";"nahtʒ / laid mums noeet py ẜcheem | Nheapghreeſteem / negg taß Kungs kolabb ʒaur mums | darries / aiſto tam Kungham nhe gir ghruht ʒaur maß | pallidſeht jeb ʒaur dauds ."
McP_I;090;2;;;"1. Sam. 17,36.";
McP_I;090;11;"";"Ex. 18,11.";"Ex. 18,11.";"Deews | gir taß Kungs / leelahx nhe ka wiſẜi Deewi ."
McP_I;090;12;"";"Gen. 18,27";"Gen. 18,27";"Abra- | ham gir Semme und Paͤllni ."
McP_I;090;14;"";"c. 17,7.";"c. 17,7.";"Eß | ghribbu taws Deews buht / und tawa Ꞩaͤhkja ( Deews ) | pehtʒ toͤw ."
McP_I;090;17;;;"Col. 2,11.";
McP_I;090;19;;;"Gal. 3,26.";
McP_I;090;22;"";"Eſa. 55,3.";"Eſa. 55,3.";"Eß ghribbu ar | jums muhſchighu Ꞩaliedſenaẜchanu ( muhſchighas Derri- | bas ) darriet"
McP_I;090;24;;;"1. Pet. 1,2.";
McP_I;090;31;"";"Eſa. 54,10.";"Eſa. 54,10.";"Kallneem buhß attkahpt / | und | und maſeem Kallneem buhß nohſtkrieſt : bett manna | Schaͤlaſtiba nhe attkahps / und ta Ꞩaliedſenaẜchana man- | na Meera ( Derribaß ) nhe buhß attkrieſt"
McP_I;091;18;"";"";"Gelobet ſeyſtu JEſu Chriſt.";"To gir taß wiß mums par labb | darrijis / Ꞩawu leelu Mielaͤſtibu ar to paradiet ."
McP_I;091;26;"";"Eſa. 43,1.";"Eſa. 43,1.";"Nhe bieſtees / tu mann peedaͤri / | eß aͤſẜmu toͤw peſtijis ."
McP_I;092;3;"";"id.; ?";"Deut. 6,5.";"toͤw buhß Deewu tawu Kunghu | mieļoht no wiſẜas Ꞩirrds / no wiſẜas Dwehſẜeles / no wiſẜu | Spaͤhku / und no wiſẜu Prahtu / und tawu Tuwaku / ka | toͤw paſẜchu ."
McP_I;092;8;"";"Röm 7,22-23; ?";"Rom. 7,22.";"Mann patick | Deewa Baußlis pehtʒ to eekſchkighu Ʒillwaͤku / bett eß | raͤdſu ʒittu Baußli mannahß Lohʒeklahß / taß ſtahw pret- | tie tam Baußlim mannà Prahtà . Eß ghribbaͤtu lab- | praht ( Deewam klauſẜiet ) bett taß Darrbs mann peetruhxt ."
McP_I;092;15;"";"Deut. 27,ult.";"Deut. 27,ult.";"Nolahdaͤtam buhß buht tam / | kaß to Wahrdu tha Baußla nhe peepillda / ka taß pehtʒ | to darra ."
McP_I;092;23;"";"Gal 4,4-5";"Gal. 4,4.";"Kad taß laix peepilldietʒ by / | ẜuhtija Deews ẜawu Daͤhlu no weenas Ꞩeewas peedſim- | muẜchu / und appackſch to Baußlu licktu / ka taß tohß kat- | tri appackſch to Baußli by / peſtitu / ka mehß Deewa | Baͤhrni taptam ."
McP_I;093;16;"";"2. Cor. 5,21.";"2. Cor. 5,21.";"Deews gir to / kaß | no nhekahdu Ghraͤku ſinnaja / muhſẜo dehļ par Ghraͤku | darrijis / ka mehß taptam tha Taißniba / kattra Deewa | preekſcha daͤrr ."
McP_I;093;20;"";"";"Es iſt das Heyl uns kommē rc.";"Chriſtus gir wiſẜu Dee- | wa Baußlu pilldijis / ar to ẜawa Thaͤwa Dußmibu kluſẜe- | najis / kattra par mums wiſẜeem ghaja ."
McP_I;093;25;"";"Röm 9,5?";"Rom. 9.";"JEſus taß ļohte- | auxte teitʒams Deews muhſchighe ."
McP_I;094;9;"";"Eccl. 3,1.";"Eccl. 3,1.";"Wiſẜa | Leeta ẜawu Laiku turr ."
McP_I;094;12;;;"Act. 17,11.";
McP_I;094;27;"";"Ex. 20,24.";"Ex. 20,24.";"Tanny Weetà / kurr eß ẜawa Wahr- | du[Wahrda] Peeminneẜchanu eelitʒis / ghribbu eß py toͤw nahkt / | und toͤw ẜwehtiet ."
McP_I;094;29;"";"";"Joh. 8,47.; Luc. 11,28.";"Kaß | no Deewu gir / taß dſirrd Deewa Wahrdu / Ꞩwaͤhti | gir tee / kattri Deewa Wahrdu dſirrd / und paturr ."
McP_I;094;31;;;"Rom.10,18";
McP_I;095;2;"";"Hebr 11,6?";"Hebr. 11.";"ja | mums nhe gir ta Titʒiba / tad mehs nhe warram Dee- | wam patickt ."
McP_I;095;4;;;"Act. 2,41.";
McP_I;095;13;"";"Matth. 26,26.";"Matth. 26,26.";"Jemmeeta / ehdeeta / | jemmeeta und dſerreeta wiſẜi no to Bickeri / to darraita / | Ʒeekahrt / juhß to darreeta mannis peeminnaͤdami :"
McP_I;095;16;"";"Ps 111,3; ?";"Pſ. 111,3.; 1. Sam. 15,12.";"Wiß ko Deews eelitʒis / taß gir | krahßnis und auxtʒ . Paklauſẜiẜchana gir labbaka nhe ka | Vpperes / bett Nhepaklauſẜiẜchana gir ka Burrwjo Ghraͤ- | ki"
McP_I;095;23;"";"Tit 2,12-13";"Tit. 2,17.";"buhß | aisleekt to beßdeewighu Buhẜchanu / und to paſẜaulighu | Kahribu / und ghaddighe / taißne und ẜwaͤhte dſiewoht | ẜchinny Paſẜauleh / ghaididami to ſchehlighu ʒerribu und | Atſpiedeẜchanu tahß Ghohdibas tha leela Deewa / und | muhſẜa Peſtitaja JEſu Chriſti ."
McP_I;096;2;"";"?";"Prov. c. 12,11.";"dohma us tawu | Radditaju / pirrms tahß ghruhtas Deenas wehl nahk / | und Waͤtʒums pee⸗eet / kad tu ẜatʒieſẜi : Tahß ( Deenas ) | mann nhe patiek ."
McP_I;096;20;"";"Mt 11,28";"Matth. 11, c. 25.";"Nahʒeeta ſchurr py mann :"
McP_I;096;21;"";"?";;"Eita nohſt no | mann / juhß nolahdaͤti"
McP_I;096;23;"";"Pſ. 121,1.";"Pſ. 121,1.";"Ʒell tawas | Atʒis us to Kunghu / kas Debbeſẜies dſiewo / no tennenes | toͤw Palliegs nahk ."
McP_I;096;27;"";"Eph. 4,28.";"Eph. 4,28.";"ſtrahda ar | tawahm Rohkahm / und nopellnijehß ko labb ."
McP_I;096;29;"";"";"Prov. 5. 5.; Pſ. 119,105.";"nhe leeds tahß eet us to Ʒeļļu / kur Beßdeewi- | ghi eet / aiſto winjo Eeẜchana att⸗ſneeds to Ell . Leetʒees Dee- | wa Wahrdam palickt tawahm Kahjahm par Ꞩwetʒ us | tawu Ʒeļļu : Apghraiſi tawu Ꞩirrdi"
McP_I;097;1;"";"Pſ. 94,7.";"Pſ. 94,7.";"Deews | taß Kungs nhe raͤds to"
McP_I;097;9;"";"";;"Tad kļua winja Wahrds daͤhwaͤhtʒ JEſus / | katters daͤhwaͤhtʒ by no to Engheli / pirms taß Mahtes | Meeſẜas ee⸗jaͤmts tappa ."
McP_I;097;21;"";"";"Luc. 2,10.; Joh. 3,16.";"Ꞩchiß Preex gir notitʒis wiſẜeem Ļaudeem . Wiſẜi kattri | eekſchan to Kunghu JEſum titʒ / buhß to muhſchighu | dſiewoẜchanu dabbuit ."
McP_I;097;23;"";"Joh. 12,47.";"Joh. 12,47.";"Eß nhe | aͤßmu nahʒis / to Paſẜaul ẜohdiet / bett to Paſẜaul ẜwaͤhtu | darriet ."
McP_I;097;29;"";"Rom. 8,32.";"Rom. 8,32.";"Ꞩacki ar to | Apuſtuli Pahwil : Deews nhe gir ẜawa ihpaẜchu ( ihſtaͤna ) | Daͤhlu ſchaͤlojis / bett gir to par mums wiſẜeem nodehwis / | kapehtʒ | kapehtʒ Wings mums ar to wiſẜas Leetas ( und irr to Daͤb- | baͤſẜu ) nhe dahwenatu ."
McP_I;098;5;"";"?";"Eſa. 59,3.";"Tee Ghraͤki ſchkiŗŗ mums no | Deewu / und ẜlepp Deewa Waighu no mums / ka mehs | nhe tohpam paklauſẜiti ."
McP_I;098;10;"";"Jes 43,24-25";"Eſa. 43,42.";"Mann eſẜi tu ( ô Ʒillwaͤhx ) Darrbu | darrijis ar taweem Ghraͤkeem / und eſẜi mann Mohkas | darrijis ar taweem Noſeghummeem / Eß / Eß ißdelldeju | tawu Pahrkahpẜchanu mannis dehļ / und nhe peemiņņu | tawus Ghraͤkus ."
McP_I;098;14;"";"Apg 10,43";"Act. 10,73.";"no ẜcho JEſu wiſẜi Proweetes | mahʒa / ka ʒaur winja Wahrdu wiſẜeem kattri eekſchan to | titʒ / Ghraͤko Peedohẜchanu dabbuit buhß ."
McP_I;098;21;"";"";"Eſa. 44,21.";"iß⸗dehdeh tohß ka Migglu"
McP_I;098;28;"";"?";"Joh. 12. & 17.";"turr buhſẜi tu / kurr Wings gir / und redſehſẜi Win- | ja Ghohdu"
McP_I;100;9;;;"Ex. 4,19.; Deut. 34,10.; Num. 12,7.";
McP_I;100;22;"";"";"Deut. 18,18.; Eſa. 53.11.";"taß | leels Proweets / kattru dſirrdeht und klauſẜiet buhß wiſ- | ẜeem Ʒillwaͤkeem / katters taß taißnis Deewa Kallps by ."
McP_I;101;7;"";"";;"ka taß | Behrnings JEſus tick brieniſke paſẜarghahtʒ / ẜweſẜchumà | audſenahtʒ / und ẜawa Thaͤwa⸗Semmeh attaiʒenahtʒ gir ."
McP_I;101;13;"";"";;"Kad tee Ghuddri no Au- | ſtruma⸗Semmes nohſtghajuẜchi by ."
McP_I;101;18;"";"Matth. 2,2.";"Matth. 2,2.";"Kur gir taß jauns peedſimtʒ Konings | to Juddo ? mehß aͤſẜam winja Swaigſnu redſejuẜchi Au- | ſtruma⸗Semmeh / und aͤſẜam nahkuẜchi to pee⸗luhkt ."
McP_I;101;30;"";"";;"Kad nu tee Ghuddri nohſt⸗ghajuẜchi by / ẜacka taß | Ewan- | Ewangeliſts Mattheus / redſi / klauſẜais nu / tad rahdijahß | weens Enghels tam Joſep Sappny / und ẜatʒija : Ʒelleeß / | und jemm to Behrninju und winja Maht py toͤw / und | behds eekſchan Aͤegyptes⸗Semmes / und palleetʒ turr / tee- | kam eß toͤw ẜacku"
McP_I;102;5;"";"";;"Aiſto / taß | buhß ka ghann dries Herodes to Behrninju mecklehß / to | nokaut ."
McP_I;102;9;"";"";"Wir gläuben all rc.";"Meeſẜu und Dwehſẜel | ghribb Deews mums labbe ẜarrghaht / wiſẜu Launu | ghribb taß no mums noghreeſt / nheneeka Ļaun buhß | mums notickt / Taß ghahda par mums / Ghlabboẜcha- | na unnd Ꞩarrghaẜchana / wiß ſtahw eekſchan winja | Spaͤhku ."
McP_I;102;26;"";"Ps 121,3-8";"Pſ. 121,3.";"Kaß toͤw pa⸗ẜarrgha / nhe ghull / redſi / | taß Ꞩarrgs Jſraeļa nei ghull / nei ẜnauſch . Taß Kungs | paẜarrgha toͤw / taß Kungs gir tawa Aͤhna par tawas | labbas Rohkas / ka toͤw ta Ꞩaule Deenà nhe ſpeeſch / nei | Mehneß Nackty . Taß Kungs paẜarrgha toͤw par wiſẜu | Ļaun / Wings paſẜarrgha tawu Dwehſẜel / taß Kungs | paſẜarr- | paſẜarrgha tawu Ara⸗Eeẜchanu und Eekſcha⸗Eeẜchanu | no ẜcho Laiku muhſcho muhſchohß ."
McP_I;103;6;"";"Prov. 21,30.";"Prov. 21,30.";"prett Deewu muhſẜu Kunghu | nhe palieds Ghuddriba / Ꞩapraẜchana / Paddohms"
McP_I;103;8;"";"Pſ. 2,4.";"Pſ. 2,4.";"Kaß Debbeſẜies dſiewo / | ẜmeijahß par winjo Paddohmu / und taß Kungs apẜmei | tohß"
McP_I;103;10;"";"2. Pet. 2.9";"2. Pet. 2.9";"Deews ſinna ẜawus | Taißnus no tahß Kahrdenaẜchanas ißweẜt / bett tohß | Beßdeewighus pa⸗turreht us to Deenu tahß Ꞩohdibas / | tohß mohʒiet"
McP_I;103;15;"";"";"Wo Gott der HErr nicht rc.";"ko Ʒillwaͤko Spaͤhx und | Ghuddriba eeẜahk / Par to nhe buhß mums bieteeß / | Deews ẜehſch auxtakà Weetà / Taß paudies winjo Pad- | domu / Kad tee wiß ghuddrake ee⸗ẜahkt ghribb / Tad to- | maͤhr Deews eet ʒittu Ʒeļļu / Taß gir eekſcha ẜawahm | Rohkam ."
McP_I;103;21;"";"";"Matth. 10,28.";"Manns | Daͤbbaͤſẜo Taͤhws / taws Ꞩwahtʒ Enghels ſtahw mann | klaht / ka taß ļauns Eenaidneex mann nhe peewarr ; tad | nhe waijagha mums bieteeß par teem / kattri to Meeſẜu | nokau / und to Dwehſẜel nhe warr nokaut"
McP_I;103;26;"";"";"Vom Himmel kam der Engel rc.";"Eenaidneeki gir wiſẜi Deewa | Rohkà / Ta lieds winjo Dohmaẜchana / winjo Runnas | tu ghann ſinni , palieds mums ka mehs nhe ẜchaubameeß / | Muhſẜu Prahtʒ ar to Titʒibu nhe ẜadaͤrrahß / us nahko- | ſchu Leetu taß nhe ghribb ghaidiet / kur tu patʒ ee⸗preeʒe- | nahſẜi . Ꞩchiß Kungs nhe warr neds ghribb mums att- | ſtaht / | ſtaht / metteeta us to juhſẜu ʒerribu / Laid juhß ghann | dauds kahrdena / Kauns tam / kaß to nhe warr ʒeeſt ."
McP_I;104;7;"";"";;"und jemm to Behrninju und winja Maht py toͤw / | und behds eekſchan Aͤgyptes⸗Semmes / und paleetʒ turr | tick illghe kamaͤhr eß toͤw ẜacku"
McP_I;104;10;"";"";;"aiſto py Rohkas taggad / ka Herodes meckle / to Behrnin- | ju nokaut ."
McP_I;104;23;;;"Ex. 2,15.";
McP_I;104;27;;;"1. Cor. 10,4";
McP_I;104;30;"";"";"Apoc. 20.11.";"taß Kungs / preekſch kattru | Semm und Debbeß baͤhg"
McP_I;105;15;;;"Anshelmus.; Die Oracula ſind verſtum̃et.";
McP_I;105;19;"";"Jes 19,1";"Eſa. 19,2.";"taß | Kungs us peepehſchu Padebbeſẜi braux / und eekſchan | Aͤgyptes⸗Semmes nahx . Tad tee aͤllka⸗Deewi eekſchan | Aͤgyptes⸗Semmes preekſch to trieſẜehs / und teem Aͤgy- | ptereem ta Ꞩirrds iß⸗bieſẜeeß winjo Meeſẜahß . To pee- | pehſchu .[] Paddebbuſẜi[Paddebbeſẜi]"
McP_I;105;26;;;"Origenes";
McP_I;105;31;"";"Ez. 33,11.";"Ez. 33,11.";"wings nhe ghribb ka tam Ghrehʒeneekam muhſchi- | ghe | ghe mirrt buhß / bett ka taß warraͤtu ẜoͤw py Deewu att- | greeſtees und dſiewoht ."
McP_I;106;7;"";"Apg 13,46-47";"Act. 13,46.";"Jums Juddeem by | jo pirrmahk to Deewa Wahrdu paẜluddenaht und ẜa- | tʒiet : bett kad juhß nu to no ẜoͤw nohſt ſtumjaht / und | paſẜchi ẜoͤw nheʒeenighus turreteeß / redſi / tad ghreeſcha- | meeß mehß us teem Paggaņeem / aiſto tha gir mums taß | Kungs pa⸗wehlejis ."
McP_I;106;23;"";"Pſ. 24,1.";"Pſ. 24,1.";"Aiſto Deewam pee⸗daͤrr tha Semme / und"
McP_I;106;27;"";"Apg 13,46-47";"Pſ. 18,26.";"no teem nheſchkieſteem nhe leeʒees aptraipi- | teeß"
McP_I;107;5;"";"";;"Kad Herodes | nomirris by / redſi / tad rahdijahß taß Enghels tha Kun- | gha Joſepam Ꞩappny eekſchan Aͤgyptes Semmes und | ẜatʒija : Ʒellees aukſcham / und jemm to Behrninju und ẜa- | wu Maht py toͤw / und ey eekſchan tahß Semmes Jſraël / | Tee gir mirruẜchi kattri tam Baͤhrnam Nahwes darriet | ghribbeja ."
McP_I;107;19;"";"Apoc. 6,10";"Apoc. 6,10";"Kungs / tu Ꞩwaͤtais und Taißnis / ʒeek illghe ẜohdi tu / | und nhe attreeb muhſẜo Aſẜini py teem / kattri wirß Sem- | mes dſiewo ."
McP_I;107;21;;;"Ioſeph. lib. 17 Antiqvit. c. 9. & 10. & de bellô Judaic. lib. 1. cap. 4.";
McP_I;108;22;"";"Pſ. 49,15.";"Pſ. 49,15.";"Tee ghull Elleh ka Ahwis / ta Nahwe kraͤmmt tohß / | winjo Leppnibai buhß ißniekt / Elleh buhß teem pa- | lickt"
McP_I;108;26;;;"1. Maccab. 6,9.; 2. Macc. 9,5";
McP_I;109;15;"";"";"Ach GOtt vom Himmel rc.";"Deews ẜacka / mann buhß ʒellteeß / | Tee Nabbaghi gir ißpohſtiti | Winjo Nopuhſchana ſpeeſchahß py mann / | Eß aͤßmu winjo Waidu dſirrdejis / | Mannam ẜwaͤhtam Wahrdam buhß tohs | ( wirß ʒeļļu | Preeʒige und drohſche ẜakampt / | Vnd buht par Spaͤhku teem Nabbagheem ."
McP_I;109;28;"";"Pſ. 68,20.";"Pſ. 68,20.";"Deews usleek mums Naßtu / bett Wings palieds | mums arridſan / mums gir Deews / katters palieds / und | weens Kungs / Kungs / katters no Nahwes peſti ."
McP_I;109;30;"";"1. Sam. 2,6.";"1. Sam. 2,6.";"Deews | nokau | nokau und darra attkal dſiewus / waͤdd Elleh und iß- | waͤdd attkal arà ."
McP_I;110;8;"";"Ps 91,15-16";"Pſ. 91,15.";"Eß aͤßmu | py to Baͤhdahß / eß ghribbu to ißraut / und Ghohdà ʒellt / | eß ghribbu to ẜahtenaht ar illghu Dſiewibu / und ghribbu | tam rahdiet mannu Peſtiſchanu ."
McP_I;110;18;"";"";"Es iſt das Heil uns kommē rc.";"Ta ʒerriba | ghaida to ihſtaͤnu Laiku / ko Deewa Wahrds ẜohla / kad | tam par Preeku buhß notickt / nhe leek Deews mums ih- | ſtaͤne ſinnaht : Wings ghann ſinna kad gir ihſtaͤns Laix / | und nhe darra py mums kahdu Willtu / to buhß | mums winjam titʒeht"
McP_I;111;3;"";"";;"no teem | Ghuddreem / kattri no Auſtruma⸗ſemmes eekſchan | Jeruſalem nahʒe / jautadammi pehtʒ Baͤhrnu | JEſum / und to attradda eekſchan Bettlehem"
McP_I;113;8;;;"Mal 4,2.";
McP_I;113;14;"";"";"Luc. 1,79.";"kattri mehs ẜehdejam | Nahwes Tumẜibà und Aͤhnà"
McP_I;113;21;;;"In ißlande iſt lauter Nacht und Finſterniß drey gantzer Monat / vom November biß auff den Februarium.";
McP_I;114;15;"";"Eſa. 60,3.";"Eſa. 60,3.";"Tee Paggaņi tawà Ghaiſẜchu- | mà ſtaighahß / und tee Koninji Skaidrumà / kattra par | toͤw uslaͤtʒ ."
McP_I;114;21;"";"Num. 24,17.";"Num. 24,17.";"ta Swaigſne eek- | ſchan Jacob"
McP_I;114;26;"";"";;"ka irr | mums to Kunghu JEſum / ar ẜcheem Ghuddreem ʒeeniet | und ghohdaht buhß ."
McP_I;115;2;"";"";;"Kad JEſus peedſimmis by / eekſchan Bett- | lehemes / Juddo⸗Semmeh / tha Koninja Herodes | Laikà / Redſi / tad nahʒe tee Ghuddri no Auſtruma⸗Sem- | mes eekſchan Jeruſalem / und ẜatʒija : Kur gir taß jauns | peedſimbts Konings tho Juddo ?"
McP_I;115;22;"";"";;"Kur gir taß jauns peedſimbts Konings to Juddo ?"
McP_I;116;2;"";"?";"Ex. 20,24.";"Kurr eß ẜawu[ẜawa] Wahrda Peeminnaẜchanu ʒell- | ẜchu / turr eß py toͤw nahkẜchu / und toͤw ẜwehtieẜchu ."
McP_I;116;5;"";"Joh. 5,39.";"Joh. 5,39.";"Mecklejeeta Deewa⸗Ghramatà / aiſto juhß ſchkee- | taht teitan jums eſẜohti ta muhſchigha Dſiewoẜchana / | und ta patti gir arridſan / kattra no mann leeʒibu dohd"
McP_I;116;12;"";"";"Gal. 3,27.";"Ja ʒeek mehß | Chriſtiti aͤſẜam / tee aͤſẜam mehß Chriſtum apwillkuẜcheeß"
McP_I;116;18;"";"";"Matth. 26,28.";"par | Peedohẜchanu muhſẜo Ghraͤko ."
McP_I;116;22;"";"";"GOtt ſey gelobet rc.";"Deewam mehß ẜlawejam und ẜackam Pateiʒibu / | Aiſto Wings mums patʒ gir meelojis ar ẜawu Meeſẜu | und ar ẜaweem Aſẜineem / To leetʒ Kungs Deews mums | par labbu notickt"
McP_I;116;27;"";"";"Matth. 18,20.";"Kurr diwi jeb trieß | ẜaghajuẜchi mannà Wahrdà / teità eß aͤßmu widdu teem"
McP_I;117;1;"";"";;"redſi / tee Ghuddri nah- | ʒe no Auſtruma⸗Semmes / eekſchan Jeruſalem / und wai- | ʒaja pehtʒ to Kunghu JEſum ."
McP_I;117;5;;;"Matth. 5,10.";
McP_I;117;6;"";"?";"1. Tim. 4,9; c. 6,6.";"Ta | Deewa⸗bijaẜchana daͤrr py wiſẜahm Leetahm / und tai gir | ẜchie und nahkohẜcha Dſiewiba ẜohlita . Ock kahdas lee- | las Augles tam gir kaß Deewu ʒeeni"
McP_I;117;10;"";"Pſ. 100,4.";"Pſ. 100,4.";"ee⸗ey Deewa tha Kungha Wahrtieß ar Pa- | teiʒibu"
McP_I;117;11;"";"?";"Pſ. 69,34.";"kaß Deewu meckleh / tam Ꞩirrds dſiewohß"
McP_I;118;14;"";"Luc. 9,62.";"Luc. 9,62.";"Kaß Rohku py Arcklu | ween reis pee⸗litʒis / und attkal attſkaitahß / taß nhe daͤrr | Debbeſẜies"
McP_I;118;26;;;"Gen. 19,26";
McP_I;119;7;;;"Matth. 26. & 27.";
McP_I;119;16;"";"Ez. 18,24.";"Ez. 18,24.";"Ja taß Taißnis att⸗kahps no ẜawas Taißnibas / | und darra ļaun / und dſiwo pehtʒ wiſẜas Nheghanntibas / | ko weens Beßdeewiegs darra / by tam dſiewoht ? Ja | wiſẜas winja Taißnibas / ko Wings darrijis gir / nhe buhß | minnaͤtai tapt / bett ẜawà Pahrkahpẜchanà und Ghraͤ- | keems / ko Wings darrijis gir / buhß winjam mirrt ."
McP_I;119;22;"";"";"Heb. 10,38.";"Way teem / kattri nhe turahß / Way teem / | kattri nhe palleek ( ẜawà Deewa⸗Bijaẜchanà ) ka teem buhß / | kad tohß taß Kungs majahß peemecklehß ? ( und ẜohdieß ) | Kaß attkahps"
McP_I;119;25;"";"Heb. 10,38.";"Heb. 10,38.";"taß mannai | Dwehſẜelei nhe pa⸗tix ."
McP_I;119;28;"";"";;"Ohtrà kahrtà"
McP_I;119;30;"";"";;"Kad tee to Swaig- | ſnu redſeja / kļua tee ļohte liexmi / und ee⸗ghaja Nammà / | und | und attradda to Behrninju / ar Maria ẜawu Maht / und | kritta ſemmeh / und peeluhdſe to ."
McP_I;120;7;"";"?";"Luc. 19.28. 42.";"JEſu Chriſti Mahtei ẜawu | Ghohdu / und ẜackam ar pillu Mutt / tha aͤſẜoti ta auxta teiʒa- | ma no Ꞩeewahm"
McP_I;120;12;"";"Eſa. 42,8.";"Eſa. 42,8.";"Eß nhe ghribbu mannu Ghohdu ʒittam | doht ."
McP_I;120;13;"";"Pſ. 50,15.";"Pſ. 50,15.";"Peeẜautʒ mann Baͤhda⸗Laikà"
McP_I;120;22;"";"";"Mich 5,2.";"Ka Chriſtus aͤſẜots{aſẜohts} taß Leels⸗Kungs | tahß Dſiewibas / katters ẜawus Ļaudis walldies und | ghannies tha ( Deewa ) Kungha Spaͤhka / und winja Jß- | ghajums aͤſẜohts no Muhſchibas ."
McP_I;120;31;"";"";"Eph. 1,21.";"gir ẜoͤw ẜaͤdenajees py labbahß Rohkahß | ẜawa | ẜawa Taͤhwa Debbeſẜies par wiſẜu Leel⸗Kundſibu / Waļļu / | Spaͤhku / Warru / und par wiſẜu / kaß warr daͤhwaͤhtʒ | kļuht / nhe ween ẜchinny Paſẜauleh / bett irr nahkohẜchà"
McP_I;121;4;"";"";"Phil. 2,9.";"gir Deews ẜcho | JEſum auxte ʒehlis / und gir tam weenu Wahrdu deh- | wis / katters par wiſẜeem Wahrdeem gir / ka tha JEſu | Wahrdà buhß lohʒitees wiſẜeem ʒeļļeem tho / kattri Deb- | beſẜies und wirß Semmes / und appackſch Semmes gir / | und wiſẜahm Mehlehm attſiet buhß / ka JEſus Chriſtus | taß Kungs aͤſẜohts / par Ghohdu tha Taͤhwa ."
McP_I;121;12;"";"Matth. 15,22.";"Matth. 15,22.";"O Kungs / tu Dawida Daͤhls / | abſchaͤlojeeß par mann"
McP_I;121;15;"";"Luc. 18,38.";"Luc. 18,38.";"JEſu / tu Dawida Daͤhls abſchaͤlojeeß | par mann ."
