2;1;4;intr;najis;safe;#WERT!;;#WERT!;#WERT!;#WERT!;x;#WERT!;#NAME?
2;181;23;aus2;jeh-mis;absolute_trash;l;;9;218125aus2peewielis;225peewielis;x;x;#NAME?
2;181;3;aus2;dehwis;unsafe;l;;7;218123aus2jeh-mis;223jeh-mis;x;x;#NAME?
2;181;11;aus2;dehwis;unsafe;l;;6;21813aus2dehwis;23dehwis;x;x;#NAME?
2;181;16;aus2;dehwis;unsafe;l;;6;218111aus2dehwis;211dehwis;x;x;#NAME?
2;181;18;aus2;dehwis;unsafe;l;;6;218116aus2dehwis;216dehwis;x;x;#NAME?
2;181;22;aus2;dehwis;unsafe;l;;6;218118aus2dehwis;218dehwis;x;x;#NAME?
1;181;12;aus2;attghreeſuſcheeß;safe;l;;6;218122aus2dehwis;222dehwis;x;x;#NAME?
3;181;20;aus2;attkahpeeß;unsafe;l;?;16;118112aus2attghreeſuſcheeß;112attghreeſuſcheeß;x;x;#NAME?
2;181;4;aus2;nopirrʒeeß;unsafe;l;;10;318120aus2attkahpeeß;320attkahpeeß;x;x;#NAME?
3;181;26;aus2;nomaxajiß;safe;l;;10;21814aus2nopirrʒeeß;24nopirrʒeeß;x;x;#NAME?
3;181;22;aus2;bijiß;safe;l;;9;318126aus2nomaxajiß;326nomaxajiß;x;x;#NAME?
1;181;20;aus2;trinniß;unsafe;l;;5;318122aus2bijiß;322bijiß;x;0;#NAME?
1;182;10;aus2;juẜchi;safe;l;;7;118120aus2trinniß;120trinniß;x;x;#NAME?
2;182;5;aus2;ʒijuẜchi;safe;l;;6;118210aus2juẜchi;110juẜchi;x;x;#NAME?
2;182;9;aus2;Ʒaͤluẜchi;safe;l;;8;21825aus2ʒijuẜchi;25ʒijuẜchi;x;x;#NAME?
3;182;29;aus2;aptinnuẜchi;safe;u;;9;21829aus2Ʒaͤluẜchi;29Ʒaͤluẜchi;x;x;#NAME?
2;182;6;aus2;daͤwuẜchi;safe;l;;11;318229aus2aptinnuẜchi;329aptinnuẜchi;x;x;#NAME?
2;182;20;aus2;ghraͤkojuſẜi;safe;l;;9;21826aus2daͤwuẜchi;26daͤwuẜchi;x;x;#NAME?
3;182;12;aus2;nhe⸗ehdis;unsafe;l;;12;218220aus2ghraͤkojuſẜi;220ghraͤkojuſẜi;x;x;#NAME?
1;182;10;aus2;ſtaighajis;safe;l;;9;318212aus2nhe⸗ehdis;312nhe⸗ehdis;x;x;#NAME?
2;182;19;aus2;dohmajis;safe;l;;10;118210aus2ſtaighajis;110ſtaighajis;x;x;#NAME?
2;182;19;aus2;runnajis;safe;l;;8;218219aus2dohmajis;219dohmajis;x;x;#NAME?
3;182;10;aus2;runnajis;safe;l;;8;218219aus2runnajis;219runnajis;x;x;#NAME?
2;182;8;aus2;ſkappejis;safe;l;;8;318210aus2runnajis;310runnajis;x;x;#NAME?
1;182;3;aus2;ſtahwejis;safe;l;;9;21828aus2ſkappejis;28ſkappejis;x;x;#NAME?
1;182;29;aus2;bijis;safe;l;;9;11823aus2ſtahwejis;13ſtahwejis;x;x;#NAME?
3;182;26;aus2;bijis;safe;l;;5;118229aus2bijis;129bijis;x;x;#NAME?
3;182;31;aus2;raddijis;safe;l;;5;318226aus2bijis;326bijis;x;x;#NAME?
2;182;4;aus2;nijis;safe;l;;8;318231aus2raddijis;331raddijis;x;x;#NAME?
1;182;19;aus2;darrijis;safe;l;;5;21824aus2nijis;24nijis;x;x;#NAME?
1;182;22;aus2;darrijis;safe;l;;8;118219aus2darrijis;119darrijis;x;x;#NAME?
2;182;19;aus2;darrijis;safe;l;;8;118222aus2darrijis;122darrijis;x;x;#NAME?
2;182;4;aus2;klauſẜijis;safe;l;;8;218219aus2darrijis;219darrijis;x;x;#NAME?
2;182;10;aus2;klauſẜijis;safe;l;;10;21824aus2klauſẜijis;24klauſẜijis;x;x;#NAME?
3;182;11;aus2;ẜatʒijis;safe;l;;10;218210aus2klauſẜijis;210klauſẜijis;x;x;#NAME?
2;182;14;aus2;wojis;safe;l;;8;318211aus2ẜatʒijis;311ẜatʒijis;x;x;#NAME?
2;182;11;aus2;peewielis;unsafe;l;;5;218214aus2wojis;214wojis;x;x;#NAME?
3;182;13;aus2;dſehris;unsafe;l;;9;218211aus2peewielis;211peewielis;x;x;#NAME?
2;182;29;aus2;attſadſis;unsafe;l;;7;318213aus2dſehris;313dſehris;x;x;#NAME?
3;182;17;aus2;ʒeetis;unsafe;l;?;9;218229aus2attſadſis;229attſadſis;x;x;#NAME?
2;182;29;aus2;norahwis;unsafe;l;;6;318217aus2ʒeetis;317ʒeetis;x;x;#NAME?
2;182;3;aus2;dehwis;unsafe;l;;8;218229aus2norahwis;229norahwis;x;x;#NAME?
2;182;7;aus2;dehwis;unsafe;l;;6;21823aus2dehwis;23dehwis;x;x;#NAME?
2;182;26;aus2;dehwis;unsafe;l;;6;21827aus2dehwis;27dehwis;x;x;#NAME?
3;182;21;aus2;ißtwieʒis;unsafe;l;;6;218226aus2dehwis;226dehwis;x;x;#NAME?
2;182;12;aus2;litʒis;unsafe;l;;9;318221aus2ißtwieʒis;321ißtwieʒis;x;x;#NAME?
2;182;21;aus2;Attſtajeeß;safe;l;?;6;218212aus2litʒis;212litʒis;x;x;#NAME?
3;182;7;aus2;ſteidſeeß;unsafe;u;?;10;218221aus2Attſtajeeß;221Attſtajeeß;x;x;#NAME?
3;183;27;aus2;aͤhduẜchi;safe;l;;9;31827aus2ſteidſeeß;37ſteidſeeß;x;x;#NAME?
2;183;13;aus2;palidſejuẜchi;safe;l;;9;318327aus2aͤhduẜchi;327aͤhduẜchi;x;x;#NAME?
3;183;29;aus2;bijuẜchi;safe;l;;13;218313aus2palidſejuẜchi;213palidſejuẜchi;x;x;#NAME?
2;183;14;aus2;lickuẜchi;safe;l;;8;318329aus2bijuẜchi;329bijuẜchi;x;x;#NAME?
1;183;31;aus2;juttuẜchi;safe;l;;9;218314aus2lickuẜchi;214lickuẜchi;x;x;#NAME?
2;183;12;aus2;daͤwuẜchi;safe;l;;9;118331aus2juttuẜchi;131juttuẜchi;x;x;#NAME?
3;183;6;aus2;ſkummuſẜi;safe;l;;9;218312aus2daͤwuẜchi;212daͤwuẜchi;x;x;#NAME?
2;183;21;aus2;juẜchas;safe;l;;9;31836aus2ſkummuſẜi;36ſkummuſẜi;x;x;#NAME?
1;183;24;aus2;runnajis;safe;l;;7;218321aus2juẜchas;221juẜchas;x;x;#NAME?
2;183;28;aus2;ẜehdehjis;safe;l;;8;118324aus2runnajis;124runnajis;x;x;#NAME?
2;183;3;aus2;nopellnijis;safe;l;;9;218328aus2ẜehdehjis;228ẜehdehjis;x;x;#NAME?
2;183;31;aus2;darrijis;safe;l;;11;21833aus2nopellnijis;23nopellnijis;x;x;#NAME?
3;183;12;aus2;darrijis;safe;l;;8;218331aus2darrijis;231darrijis;x;x;#NAME?
3;183;25;aus2;peſtijis;safe;l;;8;318312aus2darrijis;312darrijis;x;x;#NAME?
2;183;4;aus2;kojis;safe;l;;8;318325aus2peſtijis;325peſtijis;x;x;#NAME?
1;183;1;aus2;tappis;unsafe;l;;5;21834aus2kojis;24kojis;x;x;#NAME?
3;183;14;aus2;usbahſis;unsafe;l;;6;11831aus2tappis;11tappis;x;x;#NAME?
3;183;20;aus2;ißtwieʒis;unsafe;l;;8;318314aus2usbahſis;314usbahſis;x;x;#NAME?
3;183;20;aus2;ißkalltiß;unsafe;l;;9;318320aus2ißtwieʒis;320ißtwieʒis;x;x;#NAME?
2;184;7;aus2;apghehrbuẜchi;safe;l;;9;318320aus2ißkalltiß;320ißkalltiß;x;x;#NAME?
2;184;4;aus2;aͤhdenajuẜchi;safe;l;;13;21847aus2apghehrbuẜchi;27apghehrbuẜchi;x;x;#NAME?
2;184;5;aus2;dſirrdenajuẜchi;safe;l;;13;21844aus2aͤhdenajuẜchi;24aͤhdenajuẜchi;x;x;#NAME?
1;184;13;aus2;dſirdejuẜchi;safe;l;;15;21845aus2dſirrdenajuẜchi;25dſirrdenajuẜchi;x;x;#NAME?
1;184;1;aus2;redſejuẜchi;safe;l;;12;118413aus2dſirdejuẜchi;113dſirdejuẜchi;x;x;#NAME?
1;184;25;aus2;redſejuẜchi;safe;l;;11;11841aus2redſejuẜchi;11redſejuẜchi;x;x;#NAME?
1;184;27;aus2;bijuẜchi;safe;l;;11;118425aus2redſejuẜchi;125redſejuẜchi;x;x;#NAME?
2;184;8;aus2;apraudſijuẜchi;safe;l;;8;118427aus2bijuẜchi;127bijuẜchi;x;x;#NAME?
2;184;6;aus2;mahjojuẜchi;safe;l;;14;21848aus2apraudſijuẜchi;28apraudſijuẜchi;x;x;#NAME?
2;184;9;aus2;nahkuẜchi;safe;l;;11;21846aus2mahjojuẜchi;26mahjojuẜchi;x;x;#NAME?
1;184;25;aus2;ʒeetuẜchi;safe;l;;9;21849aus2nahkuẜchi;29nahkuẜchi;x;x;#NAME?
1;184;27;aus2;ʒeetuẜchi;safe;l;;9;118425aus2ʒeetuẜchi;125ʒeetuẜchi;x;x;#NAME?
1;184;5;aus2;juttuſchi;safe;l;;9;118427aus2ʒeetuẜchi;127ʒeetuẜchi;x;x;#NAME?
2;184;9;aus2;jis;trash;l;;9;11845aus2juttuſchi;15juttuſchi;x;x;#NAME?
1;184;21;aus2;pa⸗ghajis;safe;l;;3;21849aus2jis;29jis;x;x;#NAME?
2;184;1;aus2;bijis;safe;l;;9;118421aus2pa⸗ghajis;121pa⸗ghajis;x;x;#NAME?
2;184;3;aus2;bijis;safe;l;;5;21841aus2bijis;21bijis;x;x;#NAME?
2;184;4;aus2;bijis;safe;l;;5;21843aus2bijis;23bijis;x;x;#NAME?
2;184;5;aus2;bijis;safe;l;;5;21844aus2bijis;24bijis;x;x;#NAME?
2;184;6;aus2;bijis;safe;l;;5;21845aus2bijis;25bijis;x;x;#NAME?
2;184;7;aus2;bijis;safe;l;;5;21846aus2bijis;26bijis;x;x;#NAME?
1;184;16;aus2;ẜohdijis;safe;l;;5;21847aus2bijis;27bijis;x;x;#NAME?
3;184;14;aus2;ẜohlijis;safe;l;;8;118416aus2ẜohdijis;116ẜohdijis;x;x;#NAME?
3;184;8;aus2;attpeſtijis;safe;l;;8;318414aus2ẜohlijis;314ẜohlijis;x;x;#NAME?
1;184;2;aus2;ißpohſtijis;safe;l;;11;31848aus2attpeſtijis;38attpeſtijis;x;x;#NAME?
3;184;16;aus2;Nomirris;unsafe;l;;11;11842aus2ißpohſtijis;12ißpohſtijis;x;x;#NAME?
3;184;7;aus2;ʒeetis;unsafe;u;?;8;318416aus2Nomirris;316Nomirris;x;x;#NAME?
1;184;15;aus2;titʒis;unsafe;l;;6;31847aus2ʒeetis;37ʒeetis;x;x;#NAME?
3;184;20;aus2;preeʒaẜeeß;unsafe;l;;6;118415aus2titʒis;115titʒis;x;x;#NAME?
3;184;24;aus2;ʒeetiß;unsafe;l;?;10;318420aus2preeʒaẜeeß;320preeʒaẜeeß;x;x;#NAME?
3;185;29;aus2;rahdijuẜchi;safe;l;;6;318424aus2ʒeetiß;324ʒeetiß;x;x;#NAME?
3;185;28;aus2;ẜatʒijuẜchi;safe;l;;11;318529aus2rahdijuẜchi;329rahdijuẜchi;x;x;#NAME?
3;185;18;aus2;runnajis;safe;l;;11;318528aus2ẜatʒijuẜchi;328ẜatʒijuẜchi;x;x;#NAME?
1;185;21;aus2;mahʒijis;safe;l;;8;318518aus2runnajis;318runnajis;x;x;#NAME?
2;185;4;intr;ẜatʒijis;safe;l;;8;118521aus2mahʒijis;121mahʒijis;x;x;#NAME?
1;185;5;aus2;ghraͤkojis;safe;l;;8;21854intrẜatʒijis;24ẜatʒijis;x;x;#NAME?
3;185;4;aus2;nomirris;unsafe;l;;10;11855aus2ghraͤkojis;15ghraͤkojis;x;x;#NAME?
1;185;6;aus2;notitʒis;unsafe;l;;8;31854aus2nomirris;34nomirris;x;x;#NAME?
3;185;3;aus2;peedſerreeß;unsafe;l;;8;11856aus2notitʒis;16notitʒis;x;x;#NAME?
2;186;16;aus1;dſirrdejuẜchi;safe;l;;11;31853aus2peedſerreeß;33peedſerreeß;x;x;#NAME?
3;186;14;aus2;dſirrdejuẜchi;safe;l;;13;218616aus1dſirrdejuẜchi;216dſirrdejuẜchi;x;x;#NAME?
2;186;9;peri;darrijuſchi;safe;l;;13;318614aus2dſirrdejuẜchi;314dſirrdejuẜchi;x;x;#NAME?
2;186;25;aus1;darrijuẜchi;safe;l;;11;21869peridarrijuſchi;29darrijuſchi;x;x;#NAME?
3;186;23;aus2;ghajuſẜi;safe;l;;11;218625aus1darrijuẜchi;225darrijuẜchi;x;x;#NAME?
3;186;22;aus2;paghajuſẜi;safe;l;;8;318623aus2ghajuſẜi;323ghajuſẜi;x;x;#NAME?
2;186;4;peri;attſinnuſẜi;safe;l;;10;318622aus2paghajuſẜi;322paghajuſẜi;x;x;#NAME?
3;186;31;aus2;jis;trash;l;;11;21864periattſinnuſẜi;24attſinnuſẜi;x;x;#NAME?
2;186;21;aus1;ſtrahdajis;safe;l;;3;318631aus2jis;331jis;x;x;#NAME?
3;186;29;aus2;ſtrahdajis;safe;l;;10;218621aus1ſtrahdajis;221ſtrahdajis;x;x;#NAME?
3;186;30;aus2;darrijis;safe;l;;10;318629aus2ſtrahdajis;329ſtrahdajis;x;x;#NAME?
2;186;24;aus1;dſiewojis;safe;l;;8;318630aus2darrijis;330darrijis;x;x;#NAME?
3;186;11;aus2;ʒeetis;unsafe;l;?;9;218624aus1dſiewojis;224dſiewojis;x;x;#NAME?
3;186;14;aus2;ʒeetis;unsafe;l;?;6;318611aus2ʒeetis;311ʒeetis;x;x;#NAME?
1;186;6;intr;notitʒeeß;unsafe;l;;6;318614aus2ʒeetis;314ʒeetis;x;x;#NAME?
3;186;5;aus2;ghajiß;safe;l;;9;11866intrnotitʒeeß;16notitʒeeß;x;x;#NAME?
3;186;7;aus2;ſwehrejiß;safe;l;;6;31865aus2ghajiß;35ghajiß;x;x;#NAME?
3;186;11;aus2;peepilldijiß;safe;l;;9;31867aus2ſwehrejiß;37ſwehrejiß;x;x;#NAME?
3;186;3;aus2;ẜohlijiß;safe;l;;12;318611aus2peepilldijiß;311peepilldijiß;x;x;#NAME?
3;186;7;aus2;ẜohlijiß;safe;l;;8;31863aus2ẜohlijiß;33ẜohlijiß;x;x;#NAME?
2;187;12;aus1;ghribbejuẜchi;safe;l;;8;31867aus2ẜohlijiß;37ẜohlijiß;x;x;#NAME?
1;187;11;aus1;dſirrdejuẜchi;safe;l;;13;218712aus1ghribbejuẜchi;212ghribbejuẜchi;x;x;#NAME?
2;187;30;aus2;ẜluddenajis;safe;l;;13;118711aus1dſirrdejuẜchi;111dſirrdejuẜchi;x;x;#NAME?
1;187;21;aus1;titʒejis;safe;l;;11;218730aus2ẜluddenajis;230ẜluddenajis;x;x;#NAME?
3;187;1;aus2;nopellnijis;safe;l;;8;118721aus1titʒejis;121titʒejis;x;x;#NAME?
1;187;13;aus1;darrijis;safe;l;;11;31871aus2nopellnijis;31nopellnijis;x;x;#NAME?
2;187;15;aus1;ẜatʒijis;safe;l;;8;118713aus1darrijis;113darrijis;x;x;#NAME?
2;187;14;aus1;usluhkojis;safe;l;;8;218715aus1ẜatʒijis;215ẜatʒijis;x;x;#NAME?
3;187;30;aus2;pahr⸗wehris;unsafe;l;;10;218714aus1usluhkojis;214usluhkojis;x;x;#NAME?
3;187;14;aus2;mirris;unsafe;l;;11;318730aus2pahr⸗wehris;330pahr⸗wehris;x;x;#NAME?
3;187;7;aus2;notitʒis;unsafe;l;;6;318714aus2mirris;314mirris;x;x;#NAME?
3;187;12;aus2;attghadajeeß;safe;l;?;8;31877aus2notitʒis;37notitʒis;x;x;#NAME?
3;187;4;aus2;Preeʒajeeß;safe;l;?;12;318712aus2attghadajeeß;312attghadajeeß;x;x;#NAME?
3;187;28;aus2;peepilldijiß;safe;u;;10;31874aus2Preeʒajeeß;34Preeʒajeeß;x;x;#NAME?
3;187;26;aus2;ẜohlijiß;safe;l;;12;318728aus2peepilldijiß;328peepilldijiß;x;x;#NAME?
3;187;29;aus2;aprijiß;safe;l;;8;318726aus2ẜohlijiß;326ẜohlijiß;x;x;#NAME?
3;187;6;aus2;darrijiß;safe;l;;7;318729aus2aprijiß;329aprijiß;x;x;#NAME?
3;187;23;aus2;darrijiß;safe;l;;8;31876aus2darrijiß;36darrijiß;x;x;#NAME?
3;187;6;aus2;ʒeetiß;unsafe;l;?;;318723aus2darrijiß;323darrijiß;x;x;#NAME?
3;188;16;aus2;dſiñuẜchi;safe;l;;6;31876aus2ʒeetiß;36ʒeetiß;x;x;#NAME?
1;188;30;aus2;eekahpuẜchi;safe;l;;9;318816aus2dſiñuẜchi;316dſiñuẜchi;x;x;#NAME?
3;188;6;aus2;tappuẜchi;safe;l;;11;118830aus2eekahpuẜchi;130eekahpuẜchi;x;x;#NAME?
2;188;26;aus2;jis;trash;l;;9;31886aus2tappuẜchi;36tappuẜchi;x;x;#NAME?
2;188;14;aus2;raudajis;safe;l;;3;218826aus2jis;226jis;x;x;#NAME?
2;188;27;aus2;raudajis;safe;l;;8;218814aus2raudajis;214raudajis;x;x;#NAME?
2;188;23;aus2;upperejis;safe;l;;8;218827aus2raudajis;227raudajis;x;x;#NAME?
3;188;21;aus2;ẜaſpahrdijis;safe;l;;9;218823aus2upperejis;223upperejis;x;x;#NAME?
1;188;13;aus1;darrijis;safe;l;;12;318821aus2ẜaſpahrdijis;321ẜaſpahrdijis;x;x;#NAME?
3;188;4;aus2;tappis;unsafe;l;;8;118813aus1darrijis;113darrijis;x;x;#NAME?
3;188;1;aus2;ʒehleeß;unsafe;l;?;6;31884aus2tappis;34tappis;x;x;#NAME?
3;188;10;aus2;runnajiß;safe;l;;7;31881aus2ʒehleeß;31ʒehleeß;x;x;#NAME?
3;188;20;aus2;us⸗wahrejiß;safe;l;;8;318810aus2runnajiß;310runnajiß;x;x;#NAME?
3;188;19;aus2;attſtahjiß;safe;l;;11;318820aus2us⸗wahrejiß;320us⸗wahrejiß;x;x;#NAME?
1;189;12;aus2;ghajuẜchi;safe;l;;10;318819aus2attſtahjiß;319attſtahjiß;x;x;#NAME?
3;189;17;aus2;nahkuẜchi;safe;l;;9;118912aus2ghajuẜchi;112ghajuẜchi;x;x;#NAME?
2;189;25;aus2;apdohmajuſẜi;safe;l;;9;318917aus2nahkuẜchi;317nahkuẜchi;x;x;#NAME?
2;189;29;aus2;ẜohdigis;unsafe;l;;12;218925aus2apdohmajuſẜi;225apdohmajuſẜi;x;x;#NAME?
3;189;1;aus2;nopellnijis;safe;l;;8;218929aus2ẜohdigis;229ẜohdigis;x;x;#NAME?
3;189;9;aus2;darrijis;safe;l;;11;31891aus2nopellnijis;31nopellnijis;x;x;#NAME?
1;189;18;aus2;dſiewojis;safe;l;;8;31899aus2darrijis;39darrijis;x;x;#NAME?
1;189;4;aus2;aismidſis;unsafe;l;;9;118918aus2dſiewojis;118dſiewojis;x;x;#NAME?
1;189;3;aus2;peekuſẜis;unsafe;l;;9;11894aus2aismidſis;14aismidſis;x;x;#NAME?
1;189;14;aus2;pahr⸗bijuẜcheeß;safe;l;;9;11893aus2peekuſẜis;13peekuſẜis;x;x;#NAME?
3;189;13;aus2;ißmahʒeeß;unsafe;l;;15;118914aus2pahr⸗bijuẜcheeß;114pahr⸗bijuẜcheeß;x;x;#NAME?
2;190;29;aus2;ißklieduẜchi;safe;l;;9;318913aus2ißmahʒeeß;313ißmahʒeeß;x;x;#NAME?
2;190;31;aus2;adſinnuẜchi;safe;l;;12;219029aus2ißklieduẜchi;229ißklieduẜchi;x;x;#NAME?
3;190;7;aus2;peeghajuſẜi;safe;l;;11;219031aus2adſinnuẜchi;231adſinnuẜchi;x;x;#NAME?
2;190;4;aus2;jis;trash;l;;11;31907aus2peeghajuſẜi;37peeghajuſẜi;x;x;#NAME?
1;190;8;aus2;rijis;safe;l;;3;21904aus2jis;24jis;x;x;#NAME?
2;190;4;aus2;darrijis;safe;l;;5;11908aus2rijis;18rijis;x;x;#NAME?
1;190;8;aus2;aisdarrijis;safe;l;;8;21904aus2darrijis;24darrijis;x;x;#NAME?
1;190;23;aus2;pahmahʒijis;safe;l;;11;11908aus2aisdarrijis;18aisdarrijis;x;x;#NAME?
2;190;2;aus2;ẜatʒijis;safe;l;;11;119023aus2pahmahʒijis;123pahmahʒijis;x;x;#NAME?
2;190;7;aus2;ẜatʒijis;safe;l;;8;21902aus2ẜatʒijis;22ẜatʒijis;x;x;#NAME?
2;190;15;aus2;attrahwis;unsafe;l;;8;21907aus2ẜatʒijis;27ẜatʒijis;x;x;#NAME?
2;190;23;aus2;notitʒis;unsafe;l;;9;219015aus2attrahwis;215attrahwis;x;x;#NAME?
1;190;23;aus2;pahrmahʒijiß;safe;l;;8;219023aus2notitʒis;223notitʒis;x;x;#NAME?
2;191;8;aus2;no⸗klieduſchi;safe;l;;12;119023aus2pahrmahʒijiß;123pahrmahʒijiß;x;x;#NAME?
2;191;30;aus2;bijuẜchi;safe;l;;13;21918aus2no⸗klieduſchi;28no⸗klieduſchi;x;x;#NAME?
2;191;1;aus2;pee⸗mecklejis;safe;l;;8;219130aus2bijuẜchi;230bijuẜchi;x;x;#NAME?
1;191;25;aus2;ghullejis;safe;l;;13;21911aus2pee⸗mecklejis;21pee⸗mecklejis;x;x;#NAME?
3;191;12;aus2;ẜohlijis;safe;l;;9;119125aus2ghullejis;125ghullejis;x;x;#NAME?
2;191;2;aus2;usluhkojis;safe;l;;8;319112aus2ẜohlijis;312ẜohlijis;x;x;#NAME?
3;191;2;aus2;nomirris;unsafe;l;;10;21912aus2usluhkojis;22usluhkojis;x;x;#NAME?
1;191;3;aus2;peekuſẜis;unsafe;l;;8;31912aus2nomirris;32nomirris;x;x;#NAME?
1;191;4;aus2;ghulleeß;unsafe;l;?;9;11913aus2peekuſẜis;13peekuſẜis;x;x;#NAME?
2;192;14;aus2;ee⸗nieduẜchi;safe;l;;8;11914aus2ghulleeß;14ghulleeß;x;x;#NAME?
2;192;11;aus2;ißlehjuẜchi;safe;l;;12;219214aus2ee⸗nieduẜchi;214ee⸗nieduẜchi;x;x;#NAME?
2;192;27;aus2;krittuẜchi;safe;l;;11;219211aus2ißlehjuẜchi;211ißlehjuẜchi;x;x;#NAME?
2;192;11;aus2;nokahwuẜchi;safe;l;;10;219227aus2krittuẜchi;227krittuẜchi;x;x;#NAME?
3;192;23;peri;bijis;safe;l;;11;219211aus2nokahwuẜchi;211nokahwuẜchi;x;x;#NAME?
1;192;9;aus2;ẜohlijis;safe;l;;5;319223peribijis;323bijis;x;x;#NAME?
1;192;19;aus2;ẜohlijis;safe;l;;8;11929aus2ẜohlijis;19ẜohlijis;x;x;#NAME?
1;192;12;aus2;peſtijis;safe;l;;8;119219aus2ẜohlijis;119ẜohlijis;x;x;#NAME?
1;192;28;aus2;ee⸗raxtijis;safe;l;;8;119212aus2peſtijis;112peſtijis;x;x;#NAME?
2;192;25;aus2;lojis;safe;l;;11;119228aus2ee⸗raxtijis;128ee⸗raxtijis;x;x;#NAME?
1;192;25;aus2;dſimmis;unsafe;l;;5;219225aus2lojis;225lojis;x;x;#NAME?
3;192;5;intr;miris;unsafe;l;;7;119225aus2dſimmis;125dſimmis;x;x;#NAME?
1;192;4;aus2;aismidſis;unsafe;l;;5;31925intrmiris;35miris;x;x;#NAME?
3;193;7;peri;juſchi;safe;l;;9;11924aus2aismidſis;14aismidſis;x;x;#NAME?
2;193;5;aus2;pahr⸗ghajuſchi;safe;l;;6;31937perijuſchi;37juſchi;x;x;#NAME?
3;193;26;peri;duhruſchi;safe;l;;14;21935aus2pahr⸗ghajuſchi;25pahr⸗ghajuſchi;x;x;#NAME?
2;193;29;aus2;ſprahghuſẜi;safe;l;;9;319326periduhruſchi;326duhruſchi;x;x;#NAME?
3;193;8;peri;ghajuſchas;safe;l;;11;219329aus2ſprahghuſẜi;229ſprahghuſẜi;x;x;#NAME?
3;193;2;peri;nahkuſchas;safe;l;;10;31938perighajuſchas;38ghajuſchas;x;x;#NAME?
3;193;21;peri;ʒnajis;safe;l;;10;31932perinahkuſchas;32nahkuſchas;x;x;#NAME?
3;193;20;peri;redſejis;safe;l;;6;319321periʒnajis;321ʒnajis;x;x;#NAME?
2;193;15;aus2;bijis;safe;l;;8;319320periredſejis;320redſejis;x;x;#NAME?
2;193;8;aus2;pakehris;unsafe;l;;5;219315aus2bijis;215bijis;x;x;#NAME?
2;193;12;aus2;mirris;unsafe;l;;8;21938aus2pakehris;28pakehris;x;x;#NAME?
3;193;17;peri;mirris;unsafe;l;;6;219312aus2mirris;212mirris;x;x;#NAME?
1;193;8;aus2;aismidſis;unsafe;l;;6;319317perimirris;317mirris;x;x;#NAME?
3;193;23;peri;notitʒis;unsafe;l;;9;11938aus2aismidſis;18aismidſis;x;x;#NAME?
3;194;23;peri;eeradduſchi;safe;l;;8;319323perinotitʒis;323notitʒis;x;x;#NAME?
2;194;19;aus2;ißklieduſchi;safe;l;;11;319423perieeradduſchi;323eeradduſchi;x;x;#NAME?
2;194;7;aus2;eedaͤdſenajuẜchi;safe;l;;12;219419aus2ißklieduſchi;219ißklieduſchi;x;x;#NAME?
2;194;28;aus2;parahdijis;safe;l;;16;21947aus2eedaͤdſenajuẜchi;27eedaͤdſenajuẜchi;x;x;#NAME?
1;194;23;aus2;ẜatʒijis;safe;l;;10;219428aus2parahdijis;228parahdijis;x;x;#NAME?
2;194;12;aus2;iß⸗ſtee-pis;absolute_trash;l;;8;119423aus2ẜatʒijis;123ẜatʒijis;x;x;#NAME?
3;194;12;peri;nomirris;unsafe;l;;11;219412aus2iß⸗ſtee-pis;212iß⸗ſtee-pis;x;x;#NAME?
3;194;13;peri;nomirris;unsafe;l;;8;319412perinomirris;312nomirris;x;x;#NAME?
1;194;13;aus2;aismidſis;unsafe;l;;8;319413perinomirris;313nomirris;x;x;#NAME?
2;194;30;aus2;ee⸗ſittis;unsafe;l;;9;119413aus2aismidſis;113aismidſis;x;x;#NAME?
3;194;5;peri;dewis;unsafe;l;;9;219430aus2ee⸗ſittis;230ee⸗ſittis;x;x;#NAME?
3;194;18;peri;nahʒis;unsafe;l;;5;31945peridewis;35dewis;x;x;#NAME?
1;194;25;aus2;juſẜcheeß;safe;l;;6;319418perinahʒis;318nahʒis;x;x;#NAME?
1;194;8;aus2;Vsmohdenajeeß;safe;l;?;9;119425aus2juſẜcheeß;125juſẜcheeß;x;x;#NAME?
2;195;15;aus2;ap⸗aͤhduẜchi;safe;u;;13;11948aus2Vsmohdenajeeß;18Vsmohdenajeeß;x;x;#NAME?
2;195;13;aus2;nhe⸗pee⸗aughuſchi;safe;l;;12;219515aus2ap⸗aͤhduẜchi;215ap⸗aͤhduẜchi;x;x;#NAME?
1;195;4;aus2;dſirrdejuẜchi;safe;l;;17;219513aus2nhe⸗pee⸗aughuſchi;213nhe⸗pee⸗aughuſchi;x;x;#NAME?
2;195;4;aus2;baudijuẜchi;safe;l;;13;11954aus2dſirrdejuẜchi;14dſirrdejuẜchi;x;x;#NAME?
2;195;4;aus2;juttuẜchi;safe;l;;11;21954aus2baudijuẜchi;24baudijuẜchi;x;x;#NAME?
3;195;10;peri;nahkuſchas;safe;l;;9;21954aus2juttuẜchi;24juttuẜchi;x;x;#NAME?
2;195;6;aus2;ehdis;unsafe;l;;10;319510perinahkuſchas;310nahkuſchas;x;x;#NAME?
1;195;21;aus2;ſtipprenajis;safe;l;;5;21956aus2ehdis;26ehdis;x;x;#NAME?
2;195;21;aus2;paradijis;safe;l;;12;119521aus2ſtipprenajis;121ſtipprenajis;x;x;#NAME?
2;195;5;aus2;ẜohdijis;safe;l;;9;219521aus2paradijis;221paradijis;x;x;#NAME?
